Song Title,Movie/Album,Composer,Language,Lyrics
Varaha Nadhikarai,Sangamam,A.R. Rahman,Tamil (English Script),"Kannil varum katchiyellam
Kanmaniye uruthum
Kaanathe un uruvam
Kannukulla inikkum
Varaha nadhikarai oram
Orey oru paarvai parthen
Puraavay nillunu sonnen
Kanaavaa odi maranha
Varaha nadhikkarai oram
Orey oru paarvai paarthen
Puraava nilllunu sonnen
Kanaavaa odi maranja
Kannil varum kaatchiyellam
Kanmaniye uruthum
Kaanathe un uruvam
Kannukulla inikkum
Kannil varum kaatchiyellam
Kanmaniye uruthum
Kaanathe un uruvam
Kannukulla inikkum
Kannu Dhakku Dhikku Dhikkunguthu Oh
Ullam Dhikku Dhikku Dhikkunguthu Oh
Nenju jallu jallu jallunguthu oh
Sollu sollu sollu sollunguthu
Varaga nadhikara oram
Orey oru paarvai paarthen
Puraave nillunu sonnen
Kanaava odi maranja
Panjavarna kilo nee
Parandha pinnaalum
Anju varnam nenjil irukku
Parandhu vandhu virundhu kodu
Manasukulla chadugudu chadugudu
Mayakathukku marunthonnu kudu kudu
Oh kaveri karaiyil maramaai irunthaal
Verukku yogamadi
En Kai Rendum Dhaavani Aanaal
Kadhal Pazhukkumadi
Kannu Dhakku Dhakku Dhakkunguthu Ohhh
Ullam Dhikku Dhikku Dhikkunguthu Ohhh
Nenju Jallu Jallu Jallunguthu Ohhh
Sollu Sollu Sollu Sollunguthu
Varaga Nadhikkarai Oram
Orey Oru Paarvai Paarthen
Puraavey Nillunu Sonnen
Kanaavaai Odi Maranja
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum
Nee Enna Kadanthu Pogaiyile
Un Nizhalla Pidichukitten
Nee Enna Kadanthu Pogaiyila
Un Nizhalla Pidichukitten
Nzhallukkulla mmm Kudi Irukken mmm
Odambavittu Usur Mattum Thalli Nikka
Kilinja Nenja Ethakondu Naanum Thekka
Ohhh Oththa Vizhi Paarvai
Ooduruva Paarthu
Thaapaa Theruchuruchu
Thaapaa Theruchuruchu
Kannu Dhakku Dhakku Dhakkunguthu Ohhh
Ullam Dhikku Dhikku Dhikkunguthu Ohhh
Nenju Jallu Jallu Jallunguthu Ohhh
Sollu Sollu Sollu Sollunguthu
Varaha Nadhikkarai Oram
Orey Oru Paarvai Paarthen
Puraave Nillunu Sonnen
Kanaavaai Odi Maranja
Varaha Nadhikkarai Oram
Orey Oru Paarvai Paarthen
Puraave Nillunu Sonnen
Kanaavaai Odi Maranja
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum"
varaaha nathi,Sangamam,A.R. Rahman,Tamil (English Script),"Singer: Shankar Mahadevan

Kannil Varum Kaatchi Ellaam Kanmaniyae Uruthum
Kaanaatha Un Uruvam Kannukkulla Inikkum (2)

Varaaga Nathikkarai Oaram, Orae Oru Paarvai Paarthaen
Puraavae Nillunu Sonnaen Kanaavaay Oadi Maranjae (2)

Kannil Varum Kaatchi Ellaam Kanmaniyae Uruthum
Kaanaatha Un Uruvam Kannukkulla Inikkum (2)
Kannu Thakku Thakku Thakkunguthu. Oaoaoa
Ulla Thikku Thikku Thikkunguthu. Oaoaoa
Nenju Jallu Jallu Jallunguthu. Oaoaoa
Sollu Sollu Sollu Sollunguthu.
(Varaaga Nathikkarai.)

Panjavarnakkili Nee Parantha Pinnaalum Anju Varnam Nenjil Irukku (2)
Paranthuvanthu. Mmmmm. Virunthu Kodu. Mmmmm
Manasukkulla Chadugudu Chadugudu
Mayakkuthukku Marunthonnu Kudu Kudu
Oaoaoa Kaavaerikkaraiyil Maramaayirunthaal Vaerukku Yøagamadi
Èn Kai Rendum Thaavaniyaanaal Kaathal Pazhukkumadi
(Kannu Thakku Thakku.)

Nee Ènnak Kadanthu Pøagayilae Un Nizhala Pidichukittaen (2)
Nizhalukkulla. Mmmmm. Kudiyirukkaen. Mmmmm
Odambavittu Usir Mattum Thalli Nikka
Kizhinja Nenja Èthakkøndu Naanum Thaikka
Oaøaøa Otha Vizhippaarvai Oøduruva Paarthu Thaappaa Therichiduchu
Thaappaa Therichiduchu.
(Kannu Thakku Thakku.)"
"Sowkiyama Kannae (From ""Sangamam"")",Sangamam,A.R. Rahman,Tamil (English Script),"Thana Thomtha Theemtha
Thana Thana Thom Thana Thom
Thikkiru Thigu Thana Thana Thom Thana Thom
Thagu Thigu Thana Thana Thom Thana Thom

Sowkiyama Kanne Sowkiyama
Sowkiyama Kanne Sowkiyama
Sowkiyama

Sowkiyama Kanne Sowkiyama
Sowkiyama Kanne Sowkiyama
Sowkiyama Sowkiyama

Thana Thomtha Theemtha Thomtha Theemtha
Thana Thana Thom Thana Thom
Thikkiru Thigu Thana Thana Thom Thana Thom
Thagu Thigu Thana Thana Thom Thana Thom

Thana Thomthomtha Theemtheemtha Thomthomtha Theem
Ena Vizhigalil Nadanamittaai
Pinbu Idhayathil Irangivittaai
Mella Mella Ennuyirai Parithu Kondaai

Manathai Thazhuvum Oru Ambaanaai
Manathai Thazhuvum Oru Ambaanaai
Paruvam Koththi Vittu Paravai Aanaai
Paruvam Koththi Vittu Paravai Aanaai

Janutha Theem Janutha Theem
Janutha Theem Salangaiyum Yenguthey
Athu Kidakattum Nee

Sowkiyamma Kanne Sowkiyama
Sowkiyamma Kannae Sowkiyama
Sowkiyama Sowkiyama

Sooriyan Vandhu Vaavenum Pothu
Suriyan Vanthu Vaavenum Pothu
Sooriyan Vandhu Vaavenum Pothu

Enna Seiyum Paniyin Thuli
Enna Seiyum Paniyin Thuli

Kodi Kaiyil Ennai Kollaiyidu
Kodi Kaiyil Ennai Alli Yedu
Kodi Kaiyil Ennai Kollaiyidu
Kodi Kaiyil Ennai Alli Yedu

Anbu Naanthane
Anintha Mothiram
Valaiyalaagave Thurumbena Ilaithen
Antha Modhiram Ottiyaanamaai
Aagum munname Anbe Azhaithen

En Kaatril Swasam Illai
En Kaatril Swasam Illai
En Kaatril Swasam Illai
En Kaatril Swasam Illai
Athu Kidakkattum vidu
Unakkenna Aachu

Sowkkiyama Kanne Sowkkiyama
Sowkkiyama Kanne Sowkkiyama
Thana Thomtha Theemtha
Thana Thana Thom Thana Thom
Thikkiru Thigu Thana Thana Thom Thana Thom
Thagu Thigu Thana Thana Thom Thana Thom

Thana Thomthomtha Theemtheemtha Thomthomtha Theem
Ena Vizhigalil Nadanamittaai
Pinbu Idhayathil Irangivittaai
Mella Mella Ennuyirai Parithu Kondaai

Manathai Thazhuvum Oru Ambaanaai
Manathai Thazhuvum Oru Ambaanaai
Paruvam Koththi Vittu Paravai Aanaai
Paruvam Koththi Vittu Paravai Aanaai

Janutha Theem Janutha Theem
Janutha Theem Salangaiyum Yenguthey
Athu Kidakattum Nee

Sowkiyama Kanne Sowkiyama
Sowkiyama Sowkiyama
Sowkiyama Sowkiyama
Sowkiyama Sowkiyama
Sowkiyama Sowkiyama"
Varaha Nadhikarai (Karaoke),Sangamam,A.R. Rahman,Tamil (English Script),"Kannil varum katchiyellam
Kanmaniye uruthum
Kaanathe un uruvam
Kannukulla inikkum
Varaha nadhikarai oram
Orey oru paarvai parthen
Puraavay nillunu sonnen
Kanaavaa odi maranha
Varaha nadhikkarai oram
Orey oru paarvai paarthen
Puraava nilllunu sonnen
Kanaavaa odi maranja
Kannil varum kaatchiyellam
Kanmaniye uruthum
Kaanathe un uruvam
Kannukulla inikkum
Kannil varum kaatchiyellam
Kanmaniye uruthum
Kaanathe un uruvam
Kannukulla inikkum
Kannu Dhakku Dhikku Dhikkunguthu Oh
Ullam Dhikku Dhikku Dhikkunguthu Oh
Nenju jallu jallu jallunguthu oh
Sollu sollu sollu sollunguthu
Varaga nadhikara oram
Orey oru paarvai paarthen
Puraave nillunu sonnen
Kanaava odi maranja
Panjavarna kilo nee
Parandha pinnaalum
Anju varnam nenjil irukku
Parandhu vandhu virundhu kodu
Manasukulla chadugudu chadugudu
Mayakathukku marunthonnu kudu kudu
Oh kaveri karaiyil maramaai irunthaal
Verukku yogamadi
En Kai Rendum Dhaavani Aanaal
Kadhal Pazhukkumadi
Kannu Dhakku Dhakku Dhakkunguthu Ohhh
Ullam Dhikku Dhikku Dhikkunguthu Ohhh
Nenju Jallu Jallu Jallunguthu Ohhh
Sollu Sollu Sollu Sollunguthu
Varaga Nadhikkarai Oram
Orey Oru Paarvai Paarthen
Puraavey Nillunu Sonnen
Kanaavaai Odi Maranja
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum
Nee Enna Kadanthu Pogaiyile
Un Nizhalla Pidichukitten
Nee Enna Kadanthu Pogaiyila
Un Nizhalla Pidichukitten
Nzhallukkulla mmm Kudi Irukken mmm
Odambavittu Usur Mattum Thalli Nikka
Kilinja Nenja Ethakondu Naanum Thekka
Ohhh Oththa Vizhi Paarvai
Ooduruva Paarthu
Thaapaa Theruchuruchu
Thaapaa Theruchuruchu
Kannu Dhakku Dhakku Dhakkunguthu Ohhh
Ullam Dhikku Dhikku Dhikkunguthu Ohhh
Nenju Jallu Jallu Jallunguthu Ohhh
Sollu Sollu Sollu Sollunguthu
Varaha Nadhikkarai Oram
Orey Oru Paarvai Paarthen
Puraave Nillunu Sonnen
Kanaavaai Odi Maranja
Varaha Nadhikkarai Oram
Orey Oru Paarvai Paarthen
Puraave Nillunu Sonnen
Kanaavaai Odi Maranja
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum
Kannil Varum Kaatchiyellaam
Kanmainiye Uruthum
Kaanaatha Un Uruvam
Kannukulla Inikkum"
Jodi Jodi,Jodi,A.R. Rahman,Tamil (English Script),"Rendu manga doi rendu manga doi
Ada oththa kallu la
Ada oththa kallu retta manga
Ada oththa kallu la
Oththa kallu la rendu manga

Yela yela yela yela
Yela yela yela yela

Jodi jodi jodi dhaan
Edhuvum rendu dhaan
AaNum poNNum vaanu mannu
Eduhvum jodi dhaan
POdu guru pOdu guru
Paavam ennayaa
ONNu oNNu oNNellam rettaiyaachu na
Thaali kattum pettaiyO rettaiyaachu na

Paarththu guru paarththu guru
Badhil sollaiyaa

Paadhathil periya sangili rendu saeraadhO
Kairenda velangu rendu kattividaadhO
Oththa nenju thaangumo
Yemmo yemmo yemmo le
Yemmo yemmo yemmo le
Yemmo yemmo yemmo yemmo le

Yemmo yemmo yemmo le
Yemmo yemmo yemmo le
Oththaiyama rettai pillaiyaamaa

Jodi jodi jodi dhaan
Edhuvum rendu dhaan
Jodi jodi jodi dhaan
Edhuvum rendu dhaan
Podu guru podu guru
Paavam ennayaa

Ohhh paappayaa vaNakkam
Nazar bhai salaam
Hey seethamma ram ram un paera marandhutaynae
Araeraeraee
Nila mattum uchchiyil rendu mulaichittaa
Pagalukkonnu raavukkonnu odhikivechchikita
Current cut na oththa nilava aethukuvaen
Ooru paarthu ketkumae aevan senchadhu doi
BOdhai aera maedhai aagi budhi vandhurichu guru

Jodi jodi jodi dhaan
Edhuvum rendu dhaan
Thaali kattum pettai
Ellam rettaiyaachu na
Paarththu guru badhil sollayaa

Yela yela yela yela
Yela yela yela yela
Yela yelo yela yelo

Kannu rendu poothu kedukka
Kathurikka mulaicha kathurikka

Hey pulla petha odambae
Poothu nikkum arumbae
Veyil pattu vaadividaadhae
Mothathil rettai naan peththu irukaen
Kaattu odamba vechchu iruken
Innum rendu peththuka poraen

Hey chinna kiruku muththirichae
Kannu kaitha aththirichae
Thanni thottiyil sikkikichae - polambinkirichae
Hey chinna kiruku muththirichae
Kannu kaitha aththirichae
Thanni thottiyil sikkikichae - polambinkirichae
Un butti vaasam niruthiko
Budhi konjam thiruthikko
Pillai peththa appana
Kuththukalla pola nillu adadada
Ivanga sollaradha kaeLu

Moonu pakkam kadalu thanni mutti nikkudhu
Bhoomi kooda thannipOttu thalaiya suththudhu
Ponnumaiyalae ponnumaiyale ponnuu maiyaleee
Oththa nenju thaangumo thaangumo
Yemmo yemmo yemmo yemmo
Yemmo yemmo yemmo le
Yemmo yemmo yemmo le
Yemmo yemmo yemmo yemmo le
Yemmo yemmo yemmo le
Yemmo yemmo yemmo le
Yemmo yemmo yemmo yemmo le
Yemmo yemmo yemmo le
Yemmo yemmo yemmo le
Hey oththaiyama rettai pillaiyaama ohooi"
Ram Bum Bum,Jodi,A.R. Rahman,Tamil (English Script),"Kai tattittatti araittale
En manatait thodduddotut dijantale
En uirie wellat tulatu nuraintale
Jeevan kalandhale andat denguile

Tararampam tararampam tararampam
Un aarampam inbham inbham
Pen eppodhum sugaman thunbham
Pon vanengum avalin inbham

Aindhu nimitas avalotu vamandal
Valveu maranta wellum

Tararampam tararampam tararampam
Un aarampam inbham inbham

Rattinatut teranal
En mansukul sattamitus poowanal
En paruvattap bair sayes neeranal
En nenchak kuftil pon kallai arintal
Alai atankumun nenchatl kudital
Vivial nenchdaitwital
Sparichankalal pin inaittwital

Tararampam tararampam tararampam
Un aarampam inbham inbham
Pen eppodhum sugaman thunbham
Pon vanengum avalin inbham

Aindhu nimitas avalotu vamandal
Valveu maranta wellum

Tararampam tararampam tararampam
Un aarampam inbham inbham

Tararampam tararampam tararampam
Tararampamphm pambampampam
Tararampam tararampam tararampam
Tararampamphm pambampampam

Palvann nilaveduttup
Bharkatlil palamurai chalawai saitu
Pennuruvayf piandaval avaltano
En kavitckalil gan malarntvalo
En maunangans mozhi peyardhavalo
Anakait dattedudhavalo
En uyir malarait datdarittavalo

Tararampam tararampam tararampam
Un aarampam inbham inbham
Pen eppodhum sugaman thunbham
Pon vanengum avalin inbham

Aindhu nimitas avalotu vamandal
Valveu maranta wellum

Tararampam tararampam tararampam
Un aarampam inbham inbham"
"Velli Malare (From ""Jodi"")",Jodi,A.R. Rahman,Tamil (English Script),"Velli malare velli malare
Velli malare velli malare
Nerduvarai nee netuvanam khanday
Ockraikkalil uyarattil ninthai
Manjal maalai mazhaiyil nanaindai
Chiththra maatam vail sumanthai
Ittans dhavangs andan seydayo
Den chitum manmath malare
Enmee solvayo

Ilandlire ilandlire
Velli malaranru iateriya dhavam ethangu
Penganga undhan kootathal chervaydgu
Ilandlire ilandlire
Velli malaranru iateriya dhavam ethangu
Penganga undhan kootathal chervaydgu

O velli malare velli malare

Minnoliil malarvana taxmbus
Khannaliil malarvana kaadhal pookkal
Nenchdaint pooway nil
Ae wetkanget thendralukku valill
Denralukkum ungalukum betamill
Adiekollab barfbeer io talli nil nil
Vanvittu varai sivkull nilave
Denvittup bechay uirull malare
Unnaikhandu uirden
Sotude sotude

Velli malare velli malare
Velli malare velli malare
Nerduvarai nee netuvanam khanday
Ockraikkalil uyarattil ninthai
Manjal maalai mazhaiyil nanaindai
Chiththra maatam vail sumanthai
Ittans dhavangs andan seydayo
Den chitum manmath malare enmee solvayo

Ilandlire ilandlire
Velli malaranru iateriya dhavam ethangu
Penganga undhan kootathal chervaydgu

Vananglil poondalir thetumbodhum
Nadikalil neerkudindhadumbodhum
Undhan thisai thaedum vizhigal
Dolvinil dharaidottu adum megham
Arukinil celcchell otipokum
Neum meghamthana
Nenjait thotuchlul sol
Maqail gooum marakathak kuyil naan
Ervilum atickum bunnaki vail naan
Un nenjil vasikkum innuru uyir naan

Velli malare velli malare

Nerduvarai nee netuvanam khanday
Ockraikkalil uyarattil ninthai
Manjal maalai mazhaiyil nanaindai
Chiththra maatam vail sumanthai
Ittans dhavangs andan seydayo
Den chitum manmath malare enmee solvayo

Ilandlire ilandlire
Velli malaranru iateriya dhavam ethangu
Penganga undhan kootathal chervaydgu

Velli malare velli malare"
Oru Poiyavathu M,Jodi,A.R. Rahman,Tamil (English Script),"Woru poyyavatu sol khanne...
Un kadalan naan than endu...
Ant chollil uir vallwen...

Woru poyyavatu sol khanne...
Un kadalan naan than endu...
Ant chollil uir vallwen...

Pukkalil unnal sattham
Adi maunatil unnal yuddham
Itait tanguma en nenjam
Itait tanguma en nenjam

Unmas boymes pakshampakkamthan
Rompub pakshampakkamthan
Parttal rendum verutan

Balukkum kallukkum vannam ondutan
Parkum kangal ondutan
Undal rendum verutan

Woru poyyavatu sol khanne...
Un kadalan naan than endu...
Ant chollil uir vallwen...

Ravinait thruttie
Ravinait thruttie ganmaniin kurol seytaro
Ganmaniin kurol seytaro
Nilavin oli thretic kangal seytaro

O vinmeen vinmeen kondu
Viralin nagam samatu minnelin kishaues
Kondu kaireka seydano

Watike kajoru pattu
Vayaduku vandha pookkal kondut thangam
Thangam puchit tol seydano

Anal pennae
Ullam kallil saitu vaitano
Kaadhal kanne
Ullam kallil saitu vaitano

Woru poyyavatu sol khanne...
Un kadalan naan than endu...
Ant chollil uir vallwen...

Nilavin edudhu arukhil gattiyadu needhane
Arukhil gattiyadu needhane
Malarin mushwaries sonnatm needhane

O kajoru bhoomi vaanam kaadhal pechum megham
Arimugham sayttu yaar yaar en anbe needhane
Ganga ganga arbike
Kavitis kondu tharum kaviri urjait
Tannil kail dandaval needhane

Anal uire
Nenjai mattum moody vaittayo
Kanal neere
Nenjai mattum moody vaittayo

Woru poyyavatu sol khanne...
Un kadalan naan than endu...
Ant chollil uir vallwen...

Woru poyyavatu sol khanne...
Un kadalan naan than endu...
Ant chollil uir vallwen...

Pukkalil unnal sattham
Ada maunatil unnal yuddham
Itait tanguma en nenjam
Tanguma en nenjam"
"Ram Bum Bum (From ""Jodi"")",Jodi,A.R. Rahman,Tamil (English Script),"Kai tattittatti araittale
En manatait thodduddotut dijantale
En uirie wellat tulatu nuraintale
Jeevan kalandhale andat denguile

Tararampam tararampam tararampam
Un aarampam inbham inbham
Pen eppodhum sugaman thunbham
Pon vanengum avalin inbham

Aindhu nimitas avalotu vamandal
Valveu maranta wellum

Tararampam tararampam tararampam
Un aarampam inbham inbham

Rattinatut teranal
En mansukul sattamitus poowanal
En paruvattap bair sayes neeranal
En nenchak kuftil pon kallai arintal
Alai atankumun nenchatl kudital
Vivial nenchdaitwital
Sparichankalal pin inaittwital

Tararampam tararampam tararampam
Un aarampam inbham inbham
Pen eppodhum sugaman thunbham
Pon vanengum avalin inbham

Aindhu nimitas avalotu vamandal
Valveu maranta wellum

Tararampam tararampam tararampam
Un aarampam inbham inbham

Tararampam tararampam tararampam
Tararampamphm pambampampam
Tararampam tararampam tararampam
Tararampamphm pambampampam

Palvann nilaveduttup
Bharkatlil palamurai chalawai saitu
Pennuruvayf piandaval avaltano
En kavitckalil gan malarntvalo
En maunangans mozhi peyardhavalo
Anakait dattedudhavalo
En uyir malarait datdarittavalo

Tararampam tararampam tararampam
Un aarampam inbham inbham
Pen eppodhum sugaman thunbham
Pon vanengum avalin inbham

Aindhu nimitas avalotu vamandal
Valveu maranta wellum

Tararampam tararampam tararampam
Un aarampam inbham inbham"
Uppu Karuvaadu,Mudhalvan,A.R. Rahman,Tamil (English Script),"Male: Thaen mozhiyae .ae.ae
Lalalala lailai... lalalala
lailai ... lalalala ...
lailai... lalalala ...lailai

Male: Uppu karuvaadu ooravecha soru

Ye uppu karuvaadu
ooravecha soru oottivida
nee pothum enaku
Muthamitta nethiyila
Maarbuku mathiyila
Sethuvida thonuthadi enaku

Male: Ye uppu karuvaadu ooravecha soru oottivida nee pothum enaku
Muthamitta nethiyila
Maarbuku mathiyila
Sethuvida thonuthadi ...eeee... hey...

Male: Oh. oda kara mela oru onaan pidippomaa
Kaakaa kadi kadichu siru maangaa thimbomaa

Female: {Kolaaka kolaaka kolaak kalaa

Kolaaka kolaaka kolaak kalaa} (2)

Male: {Kolaaka kolaaka kolaak kalaa

Kolaaka kolaaka kolaak kalaa} (2)

Male: Korava meenu kuthikkira aathukulla
Korapullu mulakira sethukkulla
En kooda sagathikoothu
Aadu thai thai thai thai thai
Adi oththa thuni uduthi kulippomaa
Vetkam thalli vai vai

Female: Lai lai lai lai lai lai ... lai la lai lai lai lai
Porathum varuvathum poi poi poi
Irukkira nimisham mei mei mei

Male: Vaazhai ilaiyila onna virunthaa vai vai vai vai vai

Female: Aasaiya paaru aai aai aai
Kaadukullenna noi noi noi

Male: Pathinettu vayasu sevaiyellaam sei sei sei sei sei sei

Female: {Kolaaka kolaaka kolaak kalaa

Kolaaka kolaaka kolaak kalaa} (2)

Male: Ye uppu karuvaadu ooravecha soru oottivida nee pothum enaku
Muthamitta nethiyila
Maarbuku mathiyila
Sethuvida thonuthadi enaku

Male: Oh thaen mozhiyae ...thaen mozhiyae
Oh... lailalai lailalai thaen mozhiyae
Lelelele lele le lelelele lele

Female: Lai... lai... lai... lai ... lai ... lai

Female: Kaathu mattum nozhayira kaattukulla
Thookanaanguruvi koottukulla
Oru naalil enna kudiyiruka vai vai vai vai vai
Nee selai thirudi kondu ponaalum
Maanam kaakum kai kai

Male: Lailailailai ... lailailai ... lailalailai ... lailailai
Aadai enbathu poi poi poi
Athu konda porul mattum mei mei mei
Athanai azhagaiyum maiyaa kaiyil
Vai vai vai vai vai

Female: Nenjukkul kepathu thai thai thai
Nenachatha muraipadi sei sei sei

Male: Meiyum meiyum kalapathuthaan
Mei mei mei mei mei mei

Female: Uppu karuvaadu ooravecha soru
Oottivida venumaa umakku
Muthamittu nethiyila maarbuku mathiyila
Sethuvida thonuthaa umakku

Male: Hey uppu karuvaadu ooravecha soru
Oottivida nee pothum enaku
Muthamittu nethiyila maarbuku mathiyila
Sethuvida thonuthadi... eeeee ... hey.ey.ey

Male: Oh. oda kara mela oru onaan pidippomaa
Kaakaa kadi kadichu siru maangaa thimbomaa

Male & Female: {Kolaaka kolaaka kolaak kalaa

Kolaaka kolaaka kolaak kalaa} (2)"
Azhagana Ratchashiyae,Mudhalvan,A.R. Rahman,Tamil (English Script),"M-m-m-m
M-m-m-m

Aukana rodusie
Atinenicil kutikrie
Mutasu vartile
Bhattachu vetixrie
Atimanach aruvamanil nazukirie
Aukana rodusie
Atinenicil kutikrie
Atimanach aruvamanil nazukirie

Aruhampulluku arukk theriuma
Kuuind kumari naan aama
Aerminu thaan kokk muthunguma adukkuma
Velea bhuttu nee ulla kaikis
Katal kadu nee aama
Uir uritchu nee gairu trikkits
Sugam sugama

Clee alanglie
Quile alnquile (aa)

Aukana rodusie
Atinenicil kutikrie
Atimanach aruvamanil nazukirie

M-m-m-m
M-m-m-m

Suriyana rendu dundu sench
Kannil kondavalo oho (oho)
Chandrana kallukull uraveccha
Pen ivalo (oho-oho-o)
Ratriya thatti thatti getty sench
Mai itavo ahan (oho)
Minminiya kannathil ottavichu
Kaitatavo (oho-oho)

Dhuruvi enna tolicuputt
Dookkum ippa turamayya
Taliku vaichu naan batukk
Anouku vaetti tharumayyah
Thoongum dookkum kanava

Clee alanglie
Quile alnquile (aa)

Aukana rodusie
Atinenicil kutikrie
Mutasu vartile
Bhattachu vetixrie
Atimanach aruvamanil nazukirie

(sott koll bommaiyoda)
(sodi sendu adum pulla)
(fulium pooway)
(sott koll bommaiyoda)
(sodi sendu adum pulla)
(makisam pooway)

Den goott bichchi bichchi
Echi vaikk ladsiuma ahan (oho)
Kaadhal enna katchi vittu
Katchi mallum kariyama (oho-hoo-o)
Pannu sonna taliki
Ukki poda mudiyuma ahan (oho)
Naan natakkum nizlukul
Nee vasikk sammadma

Nirag naan irindhal
Un nethyil naan ilungi
Gurana un nenjil
Kudichi anga kudirupane
Ana veena bonen

Clee alanglie
Quile alnquile (aa)

Aukana rodusie
Atinenicil kutikrie
Mutasu vartile
Bhattachu vetixrie
Atimanach aruvamanil nazukirie

Aruhampulluku arukk theriuma
Kuuind kumari naan aama
Aerminu thaan kokk muthunguma adukkuma
Velea bhuttu nee ulla kaikis
Katal kadu nee aama
Uir uritchu nee gairu trikkits
Sugam sugama

M-m-m-m
M-m-m-m"
Shakalakka Baby,Mudhalvan,A.R. Rahman,Tamil (English Script),"Shakalaka baby shakalaka baby
Shakalaka baby shakalaka baby
Shakalaka baby shakalaka baby look livva thochaleda
Shakalaka baby shakalaka baby love cheyya thochaleda
No no no no no no no no no no no
No no no no no no no no no no no
No no no no no no no no no no no
No no no no no no no no no no no

Shakalaka baby shakalaka baby look livva thochaleda
Shakalaka baby shakalaka baby love cheyya thochaleda
No no no no no no no no no no no
No no no no no no no no no no no
No no no no no no no no no no no
No no no no no no no no no no no

Maatalanni cheppeti roja okati visiri chudu
Shayyo shayyo shayyo shayyo
No no no no no no no no no no no
No no no no no no no no no no no

Bababa bababababa bhayamela
Dadada dadadadada dhada yela
Lolona dagindantha letter rasi pampavela
No no no no no no no no no no no
No no no no no no no no no no no

Shakalaka baby shakalaka baby look livva thochaleda ay karaba
Shakalaka baby shakalaka baby love cheyya thochaleda

Saagara theeramlo kaale mandutendallo
Mittamadhyanam meet avutham ha
Oka cocacolalo rendu strawlu vesi sayamkalamdaaka thaguthundam
No no no no no no no no no no no
No no no no no no no no no no no
Naa dress meeda ice cream vesipo...
Adi thudichesakkuda thakipo
Shay yaiyai yaiyai yaiyai yaiyya
Friday templeki theesukupo
Saturday discoteque theesukupo
Sunday titanic theesukupo theesukupo
Na na na na na na na na na na na
Na na na na na na na na na na na

Shakalaka baby shakalaka baby look livva
thochaleda ay karabaShakalaka baby shakalaka
Baby love cheyya thochaleda
No no no no no no no no no no no

No no no no no no no no no no no
Ne sthreenaithe nuvu magavadaithivi ek thuje keliye
Pattukk ek thuje ek thuje ek thuje keliya
Ek thuje ek thuje ek thuje keliya
No no no no no no no no no no no
No no no no no no no no no no no
Hey hey hey emaindiraa meeku
Sthreelante neeku dveshama
Nuvvu iravai yella musaladiva
Yanthraniki puttinodiva
Shayyoo hore
Aasa neeku lene leda
Nuvu meesam unna chettu chemava haha haha
Creesthu purvam puttinodivaa

Shayyo hore
Lovelo munigi life antha visigi geddale penchukunnam chalu chalu
Ammayilu chaduvullo adhikulavagaa memu odipoyam odipoyam
Lovello padithe lovello padithe jeevitham saagunule saagenule
Lifello gelisthe lifello gelisthe ammayile vachunule valachenule
Shakalaka baby shakalaka baby look livva thochaleda
Shakalaka baby shakalaka baby love cheyya thochalede
Shakalaka baby shakalaka baby look livva thochaleda
I don't want i don't want i don't want to love
I don't want i don't want i don't want
to lose i don't want i don't want i don't
Want to love i don't want i don't want i
don't want to lose hey poya adios amigos"
